Vehicle Body Type,Plate Type,Registration State,Vehicle Color,Vehicle Year,Vehicle Make
P-U,PAS,NY,OTHER,2016,TOYOT
SDN,PAS,NY,RED,2009,ACURA
SDN,PAS,NY,OTHER,2006,MINI
SDN,PAS,NY,SILVER,1985,VOLKS
VAN,PAS,NY,GREY,2007,TOYOT
SUBN,PAS,NY,OTHER,2017,L/R
SUBN,PAS,NY,RED,2016,TESLA
SDN,PAS,NY,GREY,2006,MINI
VAN,PAS,NY,BLUE,2017,TOYOT
SUBN,PAS,NY,BROWN,2007,PONTI
FOUR,PAS,NY,BLACK,2010,MAZDA
SDN,PAS,NY,SILVER,2020,TOYOT
SUBN,PAS,NY,SILVER,2011,CHEVR
SUBN,PAS,NY,SILVER,2002,MERCU
SDN,PAS,NY,GREY,2001,BUICK
SDN,PAS,NY,GREEN,2010,KIA
SUBN,PAS,NY,GREY,2001,SUZUK
SDN,PAS,NY,BLACK,1998,INFIN
SDN,PAS,NY,GREEN,2001,AUDI
SDN,PAS,NY,BLACK,1997,ACURA
SDN,PAS,SC,GREY,2004,PONTI
SUBN,PAS,NY,GREY,2002,IIEX
VAN,PAS,NY,BLACK,2017,CHRYS
VAN,PAS,NY,TAN,2001,CHEVR
VAN,PAS,NY,GREY,2008,CHRYS
CONV,PAS,NY,BLACK,2017,AUDI
SDN,PAS,NY,BLACK,2001,PONTI
SDN,PAS,NY,BLACK,2004,HYUN
SUBN,PAS,NY,GREY,1997,FORD
SUBN,PAS,NY,SILVER,2016,VOLKS
SDN,PAS,NY,GREEN,2011,MITSU
SDN,PAS,NY,GREEN,2013,MITSU
SUBN,PAS,NY,GREY,2018,
SUBN,PAS,NY,GREY,2006,MASE
,PAS,NY,GREY,2010,MITSU
SUBN,PAS,NY,BLUE,1998,NISSA
SUBN,PAS,NY,BLUE,2006,SUBAR
SUBN,PAS,NY,BLUE,2008,PONTI
SUBN,PAS,NY,BLACK,2008,MERCU
,PAS,NY,OTHER,2017,AUDI
,PAS,NY,OTHER,2006,JEEP
SDN,PAS,NY,GOLD,2002,MAZDA
SUBN,PAS,NY,BROWN,2005,HONDA
SDN,PAS,NY,OTHER,2005,HYUND
SDN,PAS,NY,SILVER,2003,CHEVR
VAN,PAS,NY,RED,2006,CHEVR
SUBN,PAS,NY,TAN,2007,
SDN,PAS,NY,BLACK,2018,SUBAR
SDN,PAS,NY,BLACK,2010,SUZUK
SDN,PAS,NY,TAN,2015,NISSA
SDN,PAS,NY,BLUE,2001,LINCO
SDN,PAS,NY,BROWN,1998,NISSA
SDN,PAS,NY,BROWN,2017,MINI
SDN,PAS,NY,ORANGE,2017,SMART
SDN,PAS,NY,OTHER,2014,MINI
SUBN,PAS,NY,BLACK,2016,FIAT
SUBN,PAS,NY,GREY,2018,CHEVR
FOUR,PAS,NY,OTHER,2017,KIA
,PAS,NY,BLACK,2017,FORD
SUBN,PAS,NY,GREY,2012,PORSC
SUBN,PAS,NY,BLUE,2015,FORD
SDN,PAS,NY,RED,2013,CHRYS
SDN,PAS,NY,BLACK,1999,AUDI
SUBN,PAS,FL,RED,2002,LINCO
SUBN,PAS,FL,RED,2003,LINCO
SUBN,PAS,NY,RED,2010,VOLKS
SUBN,PAS,NY,GREY,2017,HYUN
SUBN,PAS,NY,OTHER,2009,MAZDA
SDN,PAS,PA,GREY,2010,CADIL
P-U,PAS,NY,RED,2014,TOYOT
SDN,PAS,NY,BLACK,1999,BMW
SDN,PAS,NY,GREEN,1996,CHEVR
TWOD,PAS,NY,OTHER,2016,HONDA
SDN,PAS,NY,TAN,2006,ME/BE
SDN,PAS,NY,BLACK,2001,SATUR
SUBN,PAS,NY,BLACK,2006,PONTI
SDN,PAS,NY,GREEN,2017,ME/BE
VAN,PAS,NY,OTHER,2004,TOYOT
WINN,PAS,NY,OTHER,2008,WINNE
SUBN,PAS,NY,OTHER,1987,FORD
SDN,PAS,NY,GREY,2013,KIA
SUBN,PAS,NY,GREY,2007,HYUN
SDN,PAS,NJ,SILVER,2016,CHEVR
SDN,PAS,NJ,BLACK,2006,BMW
SUBN,PAS,NY,GREEN,2006,CHEVR
SDN,PAS,NY,GREEN,2001,CADIL
SDN,PAS,NY,RED,2002,AUDI
SDN,PAS,NJ,OTHER,2012,HYUND
SDN,PAS,NY,TAN,2009,ME/BE
SUBN,PAS,NY,BLUE,2015,DODGE
VAN,PAS,NY,GREY,2011,PONTI
SDN,PAS,NY,GREEN,1995,BMW
SUBN,PAS,AR,BLUE,2006,TOYOT
SDN,PAS,NY,BLUE,2007,VOLVO
SDN,PAS,PA,BLACK,2012,TOYOT
VAN,PAS,NY,BLUE,2010,DODGE
SUBN,PAS,NY,BLUE,2017,LINCO
VAN,PAS,NY,BLUE,2017,CHRYS
SDN,PAS,NY,OTHER,2014,CADIL
SUBN,PAS,NY,BLACK,2015,PORCN
SUBN,PAS,NY,BLUE,2002,PONTI
SDN,PAS,NY,OTHER,2017,JEEP
SDN,PAS,NY,BLUE,2003,LINCO
SUBN,PAS,NY,SILVER,2012,MITSU
SDN,PAS,NY,OTHER,1992,MITSU
R,PAS,NY,GREY,2011,HYUND
N,PAS,NY,RED,2004,CHEVR
SDN,PAS,PA,GREY,2015,FORD
SDN,PAS,FL,BLACK,2011,BMW
SDN,PAS,NY,SILVER,1999,MERCI
SUBN,PAS,NY,BLACK,2004,ACURA
VAN,PAS,NY,BLACK,2016,TOYOT
LAND,PAS,NY,GREY,2016,
SUBN,PAS,NY,GREEN,2013,NISSA
SUBN,PAS,NY,BLACK,2006,SUZUK
SDN,PAS,NY,BLACK,2017,MAZDA
TRUC,PAS,NY,BLACK,2009,CHEVR
SUBN,PAS,NY,BEIGE,2015,TOYOT
P-U,PAS,NY,BLUE,2015,DODGE
VAN,PAS,NY,BLACK,2003,GMC
SUBN,PAS,NY,GREY,1995,HONDA
VAN,PAS,NY,BLACK,2010,DODGE
P-U,PAS,NY,RED,2005,DODGE
SDN,PAS,NY,YELLOW,2004,TOYOT
SUBN,PAS,NY,GREEN,1997,JEEP
SUBN,PAS,NY,BROWN,2018,AUDI
SDN,PAS,VA,SILVER,2015,HONDA
SDN,PAS,NY,GREEN,2003,VOLVO
SUBN,PAS,NY,BROWN,2016,VOLVO
SDN,PAS,NY,BROWN,2016,BMW
SUBN,PAS,NY,OTHER,1995,GMC
SUBN,PAS,NY,BLACK,2018,HONDA
SDN,PAS,NY,BROWN,2010,INI
SUBN,PAS,NY,GREEN,1999,CHEVR
SDN,PAS,NY,BLACK,2019,SUBAR
SDN,PAS,NY,GREEN,2016,ME/BE
SUBN,PAS,NY,OTHER,2016,7WL
P-U,PAS,NY,GREEN,2017,DODGE
,PAS,NY,BROWN,2016,NISSA
SDN,PAS,NY,BROWN,2015,HONDA
SUBN,PAS,NY,BROWN,2015,JEEP
SUBN,PAS,NY,GREEN,2016,CHRYS
SDN,PAS,NY,GREEN,2016,TOYOT
VAN,PAS,NY,BLUE,2018,SUBAR
SUBN,PAS,CT,OTHER,2015,ME/BE
SDN,PAS,NJ,BLACK,1996,NISSA
SUBN,PAS,NY,OTHER,2006,
SUBN,PAS,NY,BLACK,2009,CHRYS
SUBN,PAS,NY,BROWN,2015,NISSA
SUBN,PAS,NY,OTHER,2002,INFIN
SDN,PAS,NY,BLACK,2005,INTER
VAN,PAS,NY,OTHER,2002,HONDA
SDN,PAS,CT,BLACK,2015,INFIN
SDN,PAS,CT,TAN,2014,ACURA
SUBN,PAS,NY,GREY,2009,VOLVO
SDN,PAS,NY,BLACK,2018,TOYOT
SUBN,PAS,NY,SILVER,2014,INFIN
SDN,PAS,NY,OTHER,1997,TOYOT
,PAS,NY,OTHER,2008,JEEP
SUBN,PAS,NY,RED,2010,HIN
,PAS,NY,OTHER,2013,ME/BE
SDN,PAS,NY,BLUE,2016,MASE
DELV,PAS,NY,BLUE,2010,DODGE
P-U,PAS,NY,RED,2017,DODGE
SDN,PAS,NY,OTHER,1987,VOLVO
VAN,PAS,NY,OTHER,2012,NISSA
PICK,PAS,NY,BLACK,1997,FORD
TWOD,PAS,NY,RED,2016,FIAT
VAN,PAS,NY,SILVER,2008,DODGE
,PAS,NY,GREY,2008,TOYOT
SUBN,PAS,NY,GREEN,1999,VOLKS
SUBN,PAS,NY,TAN,2017,SUBAR
SDN,PAS,NY,BROWN,2009,AUDI
PICK,PAS,NY,GREY,2015,TOYOT
,PAS,NY,SILVER,2008,VOLKS
SDN,PAS,NY,BLACK,2004,AUTI
SDN,PAS,NY,BLACK,2014,SCION
P-U,PAS,NY,SILVER,2010,
SDN,PAS,NY,GREY,2017,MINI
CONV,PAS,NY,GREY,2005,BMW
,PAS,NY,GREY,2003,CHEVR
SUBN,PAS,NY,BLACK,2017,MASE
,PAS,NY,OTHER,2010,MAZDA
SDN,PAS,NY,OTHER,2012,MAZDA
SDN,PAS,NY,BLACK,2018,
SDN,PAS,NY,GREY,2007,MITSU
DELV,PAS,NY,GREY,2014,ME/BE
SUBN,PAS,NY,GREEN,1998,HONDA
SDN,PAS,NY,OTHER,2004,CHRYS
SDN,PAS,CT,GREY,2016,BMW
SUBN,PAS,NY,GREEN,2004,VOLKS
SUBN,PAS,NY,GREEN,2004,GMC
SUBN,PAS,NY,GREEN,2007,SATUR
SDN,PAS,NY,RED,2007,KIA
SDN,PAS,NY,SILVER,2001,OLDSM
I,PAS,NY,GREY,2014,VOLKS
CONV,PAS,NY,BLACK,2016,ME/BE
SUBN,PAS,NY,BLACK,2005,SUZUK
SDN,PAS,NY,OTHER,2007,INFIN
SUBN,PAS,NY,BLACK,2010,BUICK
SDN,PAS,NY,TAN,2008,HYUND
VAN,PAS,NY,BLACK,2009,FORD
SUBN,PAS,NY,BLUE,2015,MITSU
SDN,PAS,NY,TAN,2006,FORD
SUBN,PAS,NY,BLUE,2013,VOLKS
VAN,PAS,NY,BLUE,2007,CHEVR
SUBN,PAS,NY,GREEN,1994,CHEVR
SDN,PAS,NY,OTHER,1999,LEXUS
SUBN,PAS,NY,GREY,2010,BUICK
SUBN,PAS,NY,OTHER,2006,MERCU
SUBN,PAS,NY,OTHER,2009,AUDI
SUBN,PAS,NY,BROWN,2011,TOYOT
SDN,PAS,NY,GREEN,2003,FORD
VAN,PAS,NY,RED,2008,FORD
VAN,PAS,PA,GREY,2004,FRUEH
,PAS,NY,RED,2017,JEEP
FOUR,PAS,NY,BLACK,2014,TOYOT
FOUR,PAS,NY,GREY,2014,VOLKS
P-U,PAS,NY,BLACK,2009,HONDA
SUBN,PAS,NY,OTHER,2016,UPS
VAN,PAS,NY,ORANGE,1974,FORD
SDN,PAS,NY,GREY,2017,MERCU
SDN,PAS,PA,RED,2010,NISSA
SDN,PAS,NY,RED,1998,VOLVO
SUBN,PAS,NY,OTHER,1996,TOYOT
SDN,PAS,NY,BLUE,2014,
SUBN,PAS,NY,TAN,2003,JEEP
SDN,PAS,PA,OTHER,2014,NISSA
SDN,PAS,NY,BLACK,2009,ROVER
SUBN,PAS,NY,BLUE,2008,
SDN,PAS,NY,SILVER,2004,KIA
SUBN,PAS,NY,BLUE,2016,MERCU
SDN,PAS,NY,BLACK,2005,CHRYS
SDN,PAS,NY,GREEN,2009,MINI
SUBN,PAS,NY,GREEN,2005,
SUBN,PAS,PA,BLUE,2006,NISSA
SDN,PAS,PA,BLACK,2008,HONDA
SUBN,PAS,NY,GREY,2011,MITSU
SDN,PAS,NY,BLUE,2006,PONTI
SDN,PAS,NY,BLUE,2002,ROVER
SUBN,PAS,NY,SILVER,2007,FORD
SDN,PAS,NY,BLACK,2003,AUDI
SUBN,PAS,NY,OTHER,2001,BMW
SDN,PAS,NY,GREEN,1999,AUDI
,PAS,NY,RED,2013,NISSA
SDN,PAS,PA,GREY,2016,NISSA
SUBN,PAS,NY,BEIGE,2011,HYUND
SUBN,PAS,NY,BLACK,2008,HUMME
SDN,PAS,NY,SILVER,2007,FORD
SUBN,PAS,NY,BROWN,2012,MITSU
SUBN,PAS,NY,OTHER,2004,MAZDA
SUBN,PAS,PA,BLACK,2011,
,PAS,NY,OTHER,2012,HONDA
SDN,PAS,NY,GREEN,2005,SUBAR
SUBN,PAS,NY,BLACK,1999,DODGE
SUBN,PAS,NY,RED,1996,VOLVO
SDN,PAS,NY,BLUE,1998,NISSA
SDN,PAS,NY,BLACK,2014,FIAT
SDN,PAS,NY,GREY,2011,SUBAR
VAN,PAS,NY,BLACK,2003,VOLKS
SDN,PAS,NY,BLUE,2016,JEEP
SDN,PAS,NY,TAN,2005,ME/BE
SDN,PAS,NY,BLUE,2005,SATUR
SDN,PAS,NY,RED,2007,INFIN
SUBN,PAS,NY,GOLD,2009,NISSA
SDN,PAS,NY,GREEN,2004,LINCO
SUBN,PAS,PA,GREEN,2005,INFIN
SUBN,PAS,NY,SILVER,2008,DODGE
SUBN,PAS,NY,BLUE,1995,SUBAR
P-U,PAS,NY,OTHER,2008,HONDA
SUBN,PAS,NY,SILVER,2013,FORD
SDN,PAS,PA,GREY,2010,NISSA
P-U,PAS,NY,OTHER,2007,GMC
SDN,PAS,NY,BLACK,2011,VOLVO
SUBN,PAS,NY,BROWN,2001,HYUND
SDN,PAS,NY,GOLD,2012,NISSA
VAN,PAS,NY,RED,2014,CHY
VAN,PAS,NY,OTHER,2008,TOYOT
SUBN,PAS,NY,BLUE,2014,AUDI
PICK,PAS,NY,OTHER,2009,GMC
ADR,PAS,NY,SILVER,1996,INFIN
SDN,PAS,NY,RED,1999,MERCU
SUBN,PAS,NY,OTHER,1998,ISUZU
,PAS,NY,TAN,2004,NISSA
,PAS,NY,BLUE,2016,NISSA
P-U,PAS,NY,RED,2017,FORD
SUBN,PAS,NY,TAN,2016,HONDA
P-U,PAS,NY,OTHER,2002,DODGE
SUBN,PAS,NY,SILVER,2014,ME/BE
P-U,PAS,NY,BLACK,2017,HONDA
SDN,PAS,NY,SILVER,2016,SUBAR
SDN,PAS,NY,BROWN,2017,TOYOT
R,PAS,NY,GREY,2017,HYUN
SDN,PAS,NY,SILVER,2009,SMART
SDN,PAS,NY,GREEN,2008,
SDN,PAS,NY,TAN,2015,MINI
P-U,PAS,NY,SILVER,2013,HONDA
SUBN,PAS,NY,TAN,2003,ROVER
SDN,PAS,NY,GREY,1999,LEXUS
SDN,PAS,NY,YELLOW,2007,
SUBN,PAS,NY,GOLD,2002,TOYOT
PICK,PAS,NY,OTHER,2015,CHEVR
SUBN,PAS,NY,BLACK,2012,MERCU
P-U,PAS,NY,SILVER,2005,CHEVR
P-U,PAS,NY,GREY,2010,TOYOT
SUBN,PAS,NY,BLACK,2006,INFIN
SDN,PAS,NY,RED,2002,LEXUS
SUBN,PAS,NY,GREEN,2005,AUDI
SDN,PAS,PA,BLACK,2006,CHRYS
SDN,PAS,PA,GREEN,2006,FORD
SDN,PAS,PA,BLACK,2011,INFIN
SDN,PAS,NY,OTHER,1995,MERCU
VAN,PAS,NY,TAN,2003,GMC
VAN,PAS,NY,BLACK,2015,HONDA
SDN,PAS,FL,BLACK,2008,HONDA
VAN,PAS,NY,OTHER,2004,GMC
SUBN,PAS,PA,BLACK,2011,ROVER
,PAS,NY,BLACK,2001,VOLKS
SDN,PAS,NY,GREY,2014,MERCU
DELV,PAS,NY,OTHER,2015,FORD
SDN,PAS,NJ,BLACK,2007,LINCO
SUBN,PAS,NY,ORANGE,2007,FORD
SDN,PAS,PA,BLACK,2004,LEXUS
P-U,PAS,NY,GREY,2014,NISSA
S,PAS,NY,BLACK,2016,DODGE
SUBN,PAS,NY,BLACK,1992,HONDA
SDN,PAS,MA,BLUE,2007,ACURA
SDN,PAS,NY,TAN,1998,CHEVR
SUBN,PAS,NY,BLACK,1994,CHEVR
P-U,PAS,NY,OTHER,2012,TOYOT
VAN,PAS,NY,BLUE,2006,FORD
VAN,PAS,NY,RED,2015,HONDA
VAN,PAS,NY,RED,2002,FORD
VAN,PAS,NY,SILVER,2010,FORD
,PAS,NY,OTHER,2007,FORD
P-U,PAS,NY,BLACK,2014,CHEVR
SDN,PAS,NY,TAN,2017,LINCO
SUBN,PAS,NY,OTHER,2016,FRUEH
PICK,PAS,NY,OTHER,2016,TOYOT
SUBN,PAS,NY,GREEN,2013,DODGE
,PAS,NY,SILVER,2003,CADIL
SDN,PAS,NY,BLUE,2016,ACURA
SUBN,PAS,NY,RED,2016,SUBAR
SUBN,PAS,PA,GREY,2013,NISSA
SUBN,PAS,NY,SILVER,2014,BMW
VAN,PAS,NY,BLACK,2014,FORD
SUBN,PAS,NY,TAN,2007,KIA
P-U,PAS,NY,BLACK,2003,TOYOT
SDN,PAS,NY,GREY,2008,LINCO
SUBN,PAS,PA,GREEN,2011,FORD
SDN,PAS,NY,RED,1999,LINCO
SDN,PAS,NY,BLUE,2001,MERCU
P-U,PAS,NY,OTHER,2008,CHEVR
SDN,PAS,PA,BLACK,2011,BMW
SUBN,PAS,NY,BLACK,2008,VOLKS
P-U,PAS,NY,RED,2007,FORD
SUBN,PAS,NY,OTHER,2020,FIAT
SDN,PAS,NY,RED,2015,MAZDA
,PAS,NY,BLACK,2015,DODGE
VAN,PAS,NY,TAN,2006,DODGE
SDN,PAS,NY,BLACK,2008,MERCU
SUBN,PAS,NY,GREY,1980,ACURA
SUBN,PAS,NY,RED,2010,BMW
SDN,PAS,NY,GOLD,1995,ME/BE
SUBN,PAS,NY,SILVER,2013,JEEP
SUBN,PAS,NY,GREEN,1999,BMW
SUBN,PAS,NY,TAN,2016,SUBAR
P-U,PAS,NY,BLUE,2013,DODGE
SUBN,PAS,NY,GREEN,2004,HONDA
VAN,PAS,NY,GREEN,2014,TOYOT
SUBN,PAS,NY,BLACK,2012,BUICK
SUBN,PAS,NY,GREEN,2007,BMW
SUBN,PAS,NY,TAN,2012,HONDA
SDN,PAS,NY,GREEN,2010,NISSA
SDN,PAS,NY,GREY,2018,KIA
SUBN,PAS,NY,BLACK,1997,INFIN
,PAS,NY,GREY,2004,INFIN
SUBN,PAS,NY,GREY,2012,HYUN
,PAS,NY,OTHER,2010,FORD
SDN,PAS,NY,RED,2005,SUZUK
SDN,PAS,NY,BLACK,2017,TESLA
DELV,PAS,FL,OTHER,1997,FORD
SUBN,PAS,NY,GREY,2011,LINCO
SDN,PAS,NY,PURPL,2007,HYUND
SUBN,PAS,NY,RED,2016,BUICK
SDN,PAS,NY,SILVER,2011,
SUBN,PAS,NY,GREY,2006,BUICK
SUBN,PAS,NY,BROWN,2017,VOLVO
SDN,PAS,NY,GOLD,2005,HYUND
FOUR,PAS,NY,OTHER,2013,
SDN,PAS,NY,OTHER,2004,SATUA
SUBN,PAS,NY,OTHER,2008,LEXUS
SDN,PAS,NY,RED,1999,JEEP
SDN,PAS,NY,GREEN,1996,FORD
SDN,PAS,NY,OTHER,1994,LEXUS
SDN,PAS,NY,SILVER,2006,KIA
P-U,PAS,NY,OTHER,2010,DODGE
SUBN,PAS,NY,BLUE,2003,PONTI
SDN,PAS,NY,GOLD,2002,JAGUA
FOUR,PAS,NY,RED,2003,HONDA
SDN,PAS,NY,OTHER,2015,MASE
SDN,PAS,PA,BLACK,2006,ME/BE
SUBN,PAS,NY,TAN,2002,ME/BE
SDN,PAS,NY,SILVER,2015,KIA
SUBN,PAS,NY,GREEN,1999,PLYMO
SDN,PAS,NY,BLUE,1999,VOLKS
CONV,PAS,NY,RED,2002,VOLKS
SDN,PAS,NY,TAN,2007,NISSA
SUBN,PAS,NY,GOLD,2007,NISSA
SUBN,PAS,NY,GREEN,1997,CHEVR
VAN,PAS,NY,BLUE,1999,MERCU
SUBN,PAS,NY,RED,2014,
SDN,PAS,NY,OTHER,2008,KENA
SDN,PAS,PA,BLUE,2008,TOYOT
SUBN,PAS,SC,BLACK,2008,AUDI
SUBN,PAS,PA,RED,2008,FORD
SUBN,PAS,NY,RED,1995,CHEVR
SDN,PAS,NY,SILVER,2003,PONTI
TWOD,PAS,NY,RED,1997,CHEVR
CONV,PAS,NY,OTHER,2003,ME/BE
SDN,PAS,NY,OTHER,2011,CHRYS
,PAS,NY,GREY,2004,BMW
SDN,PAS,NY,GREY,2014,CHRYS
SDN,PAS,NY,BLACK,1995,NISSA
SUBN,PAS,NY,GREY,2002,KIA
SDN,PAS,NY,GREY,2013,JEEP
SUBN,PAS,NY,RED,2011,LEXUS
SUBN,PAS,NY,OTHER,2019,BMW
SDN,PAS,NY,BLUE,2012,SUBAR
SUBN,PAS,NY,TAN,2002,HONDA
,PAS,NY,GREY,2011,CHEVR
SUBN,PAS,NY,SILVER,1999,BMW
SUBN,PAS,NY,GREY,2014,HYUN
SDN,PAS,NY,GREY,2016,SMART
SUBN,PAS,NY,BLUE,2004,BMW
VAN,PAS,PA,GREY,2009,HONDA
SUBN,PAS,NY,TAN,2006,KIA
SUBN,PAS,NY,GOLD,2002,CHRYS
VAN,PAS,NY,SILVER,2006,HONDA
,PAS,NY,BLUE,2012,BMW
SUBN,PAS,RI,GREY,2017,HONDA
SDN,PAS,NY,RED,2013,DODGE
SUBN,PAS,NY,TAN,2001,HONDA
SUBN,PAS,NY,BLUE,2012,NISSA
SDN,PAS,NY,RED,2004,BUICK
SDN,PAS,NY,BLUE,1997,HONDA
SDN,PAS,NY,BROWN,2016,VOLKS
VAN,PAS,NY,SILVER,2005,HONDA
SUBN,PAS,NY,OTHER,2006,HUMME
VAN,PAS,NY,OTHER,2008,
,PAS,NY,GREY,2007,HONDA
SDN,PAS,NY,BLUE,1999,CHEVR
SDN,PAS,NJ,BLACK,1996,HONDA
SDN,PAS,NY,SILVER,2008,MAZDA
,PAS,NY,RED,2002,MITSU
,PAS,NY,BLACK,2013,BMW
SUBN,PAS,NY,ORANGE,2003,HONDA
SDN,PAS,PA,BLUE,2013,HONDA
,PAS,NY,BLACK,2014,BMW
SUBN,PAS,NY,TAN,2001,OLDSM
P-U,PAS,NY,GREEN,2003,TOYOT
VAN,PAS,NY,GREY,2013,PONTI
VAN,PAS,NY,BLUE,2005,CHRYS
SDN,PAS,FL,OTHER,2014,VOLKS
VAN,PAS,NY,GREEN,2012,FORD
FOUR,PAS,NY,GREY,2014,
FOUR,PAS,NY,BLUE,2011,NISSA
SUBN,PAS,NY,TAN,2004,GMC
SUBN,PAS,NY,OTHER,2013,RNGE
SDN,PAS,PA,RED,2003,NISSA
SUBN,PAS,PA,GREY,2017,HONDA
A,PAS,NY,OTHER,2006,ACURA
N,PAS,NY,BLACK,2012,JEEP
SUBN,PAS,NY,BLUE,1999,PLYMO
SUBN,PAS,NY,BLUE,1999,PLUMO
VAN,PAS,NY,BLACK,2007,HONDA
SUBN,PAS,NY,RED,2008,BUICK
SDN,PAS,NY,OTHER,2014,LINCO
VAN,PAS,NY,SILVER,2004,KIA
VAN,PAS,NY,GREY,2011,HONDA
SDN,PAS,NY,OTHER,2007,SATUR
SDN,PAS,NY,GREEN,2002,JAGUA
SDN,PAS,NY,SILVER,2001,DODGE
P-U,PAS,NY,BLACK,2014,HONDA
SDN,PAS,NY,OTHER,1999,CHEVR
SUBN,PAS,NY,RED,2001,MERCU
SDN,PAS,NY,GREY,2003,VOLKS
SDN,PAS,NY,BLACK,2003,GMC
FOUR,PAS,NY,BROWN,2004,HONDA
SDN,PAS,NY,BLUE,2012,MINI
SUBN,PAS,NY,BLACK,2002,
SUBN,PAS,NY,GREEN,2016,TOYOT
SDN,PAS,NY,TAN,1999,FORD
SUBN,PAS,NY,OTHER,2005,CHEYS
SDN,PAS,TX,GREY,2016,BMW
SUBN,PAS,PA,BLACK,2016,FORD
SDN,PAS,SC,BLUE,2012,HYUND
SDN,PAS,NY,SILVER,1992,TOYOT
SUBN,PAS,PA,OTHER,2014,HONDA
SDN,PAS,ON,GREY,2014,CHEVR
SUBN,PAS,NY,GREY,2011,GMC
SDN,PAS,TX,RED,2015,FORD
SDN,PAS,PA,BLUE,2015,NISSA
,PAS,NY,GREY,2006,NISSA
SUBN,PAS,NY,OTHER,2015,INTER
SDN,PAS,NY,RED,1984,BMW
VAN,PAS,NY,BLACK,2015,CHRYS
SDN,PAS,PA,BLACK,2006,FORD
TWO,PAS,NY,RED,2015,CHEVR
SDN,PAS,NY,RED,2010,AUDI
GREE,PAS,NY,GREEN,2002,HONDA
SDN,PAS,PA,BLACK,1996,TOYOT
SUBN,PAS,NY,SILVER,2012,INFIN
SUBN,PAS,NY,TAN,2010,DODGE
SDN,PAS,NY,RED,2007,FERRA
SUBN,PAS,NY,SILVER,2014,HYUND
SUBN,PAS,NY,SILVER,2009,FORD
SDN,PAS,NY,SILVER,2010,CHRYS
SDN,PAS,NY,OTHER,1997,LEXUS
SDN,PAS,NY,BLACK,2018,AUDI
FOUR,PAS,NY,GREY,2006,TOYOT
SUBN,PAS,VT,BLACK,2007,VOLVO
SDN,PAS,NY,SILVER,2011,FORD
SDN,PAS,NY,BLUE,2007,VOLKS
CH,PAS,NY,BLUE,2008,CHEYS
SUBN,PAS,NY,BLACK,1998,HONDA
SDN,PAS,NY,OTHER,1998,OLDSM
SDN,PAS,NY,GREY,1997,BUICK
SDN,PAS,NY,BLUE,2005,CHEVR
SUBN,PAS,NY,OTHER,2012,GMC
SDN,PAS,NY,BLACK,1997,VOLKS
SDN,PAS,NY,BLACK,2019,HONDA
SUBN,PAS,NY,RED,2004,PORSC
,PAS,NY,OTHER,2017,ROVER
P-U,PAS,NY,TAN,2009,NISSA
SUBN,PAS,NY,BLACK,2017,GY/RO
SDN,PAS,NY,GOLD,2010,HONDA
SDN,PAS,NY,BLACK,2001,LINCO
SDN,PAS,NY,BLUE,2001,HYLIN
SDN,PAS,NY,RED,2005,DODGE
SUBN,PAS,NY,RED,2004,LINCO
,PAS,NY,GREY,2013,HONDA
SUBN,PAS,NY,BLUE,2013,ROVER
P-U,PAS,NY,TAN,2005,CHEVR
SDN,PAS,NY,BROWN,2010,VOLKS
VAN,PAS,NY,GREY,1998,TOYOT
SDN,PAS,NY,BROWN,2009,HONDA
SDN,PAS,NY,OTHER,2015,MAZER
SDN,PAS,NY,BLUE,1991,CADIL
P-U,PAS,NY,BLACK,2010,FORD
SDN,PAS,NY,RED,2007,MAZDA
SUBN,PAS,NY,RED,2016,BMW
SUBN,PAS,PA,BLACK,2015,DODGE
SUBN,PAS,FL,GREY,2015,ME/BE
SDN,PAS,NY,OTHER,1993,ME/BE
SDN,PAS,PA,GREY,1998,TOYOT
SUBN,PAS,NY,OTHER,1995,JEEP
SDN,PAS,NY,GREY,1994,NISSA
SUBN,PAS,NY,BEIGE,1998,FORD
SDN,PAS,NY,GREY,2013,LINCO
,PAS,NY,BLACK,2015,LEXUS
SDN,PAS,NY,BLUE,2017,MITSU
SDN,PAS,NY,TAN,2002,CHEVR
SDN,PAS,NY,GREY,1991,BMW
SUBN,PAS,NY,TAN,1997,SATUR
SDN,PAS,NY,SILVER,2015,JEEP
SDN,PAS,NY,OTHER,2003,INFIN
S,PAS,NY,OTHER,2017,ME/BE
SUBN,PAS,NY,GREY,2004,HUMME
SDN,PAS,FL,OTHER,2008,TOYOT
LIM,PAS,NY,BLACK,1999,LINCO
TWOD,PAS,NY,GREY,2015,HONDA
P-U,PAS,NY,GREY,2017,NISSA
FOUR,PAS,NY,SILVER,2013,HONDA
VAN,PAS,NY,OTHER,2018,FORD
GNGY,PAS,NY,OTHER,2014,FORD
SUBN,PAS,NY,SILVER,2009,INFIN
FOUR,PAS,NY,RED,2014,HONDA
SUBN,PAS,NY,GREY,2012,MAZDA
SDN,PAS,NY,BLUE,2005,AUDI
SDN,PAS,NY,BLUE,2009,VOLVO
SDN,PAS,NY,RED,1997,MAZDA
FOUR,PAS,NY,SILVER,2006,AUDI
FOUR,PAS,NY,OTHER,2012,ME/BE
VAN,PAS,NY,BLUE,2002,CHRYS
SUBN,PAS,FL,OTHER,2017,HONDA
